#Wave		#Intensity
1392.214844	5943.212402
1391.101563	5918.523926
1389.986328	5838.854004
1388.873047	5954.404785
1387.757813	5930.836914
1386.642578	5846.725586
1385.527344	5794.038086
1384.414063	5797.417480
1383.296875	5859.072266
1382.181641	5851.233398
1381.066406	5767.218262
1379.951172	5931.890625
1378.833984	5899.405762
1377.718750	5880.369141
1376.601563	5852.384277
1375.484375	5862.463867
1374.367188	5912.824219
1373.250000	6032.530273
1372.132813	5874.783203
1371.015625	5907.218750
1369.896484	5856.898926
1368.779297	5929.571777
1367.660156	5941.859863
1366.541016	6072.600586
1365.423828	5901.618652
1364.304688	5837.942871
1363.185547	5848.005859
1362.066406	5873.698242
1360.945313	5955.204590
1359.826172	5871.475098
1358.707031	5816.794434
1357.585938	6007.616211
1356.464844	5868.144043
1355.343750	5994.190918
1354.224609	6017.592285
1353.103516	6003.075684
1351.980469	5950.662598
1350.859375	5860.373535
1349.738281	6053.165039
1348.617188	5916.097168
1347.494141	5986.272949
1346.371094	5826.995605
1345.250000	5959.518555
1344.126953	6058.592285
1343.003906	5959.498535
1341.880859	5920.537598
1340.755859	5961.704590
1339.632813	5978.381348
1338.509766	6064.012207
1337.384766	5998.372070
1336.261719	6037.270020
1335.136719	5971.660156
1334.011719	5934.972168
1332.886719	6031.642578
1331.761719	6001.623535
1330.636719	5931.626465
1329.511719	6037.128418
1328.384766	6042.657227
1327.259766	5912.743652
1326.132813	6058.148438
1325.005859	6068.108887
1323.880859	5936.044922
1322.753906	5965.993164
1321.626953	5862.834961
1320.498047	5848.428711
1319.371094	6077.944336
1318.244141	6014.729492
1317.115234	6009.169922
1315.988281	5903.884277
1314.859375	5891.700195
1313.730469	5868.444336
1312.601563	5803.112793
1311.472656	6045.624023
1310.343750	5865.150879
1309.214844	5950.387695
1308.085938	5971.408203
1306.955078	5943.737793
1305.826172	5986.875977
1304.695313	5875.155762
1303.564453	5878.481445
1302.435547	5870.750000
1301.304688	5827.648926
1300.171875	5937.080078
1299.041016	5982.380859
1297.910156	5857.529785
1296.779297	5953.639160
1295.646484	5873.014648
1294.513672	5849.835938
1293.382813	5917.190430
1292.250000	5783.637695
1291.117188	5983.404785
1289.984375	5748.382324
1288.851563	5901.750000
1287.716797	5874.180176
1286.583984	5835.594238
1285.451172	5951.374023
1284.316406	5919.401367
1283.181641	5927.116699
1282.046875	5705.633789
1280.912109	5825.758789
1279.777344	5844.501953
1278.642578	5805.971191
1277.507813	5776.263672
1276.373047	5891.882813
1275.236328	5791.727051
1274.101563	5687.207031
1272.964844	5738.962891
1271.828125	5801.699707
1270.691406	5659.841309
1269.554688	5872.121582
1268.417969	5741.296875
1267.281250	5861.147461
1266.144531	5741.363770
1265.005859	5826.006836
1263.869141	5842.503906
1262.730469	5782.104980
1261.591797	5912.818848
1260.453125	5880.977539
1259.314453	5886.474121
1258.175781	5668.055664
1257.037109	5765.771484
1255.898438	5905.144531
1254.757813	5761.440430
1253.619141	5777.921387
1252.478516	5868.964355
1251.339844	5848.142090
1250.199219	5809.788574
1249.058594	5876.663574
1247.917969	5910.640625
1246.777344	5975.280762
1245.634766	5877.781738
1244.494141	5832.886719
1243.351563	5798.958008
1242.210938	5872.329102
1241.068359	5969.753418
1239.925781	5881.099609
1238.783203	5921.589844
1237.640625	5981.756348
1236.498047	6026.587891
1235.355469	5892.060059
1234.212891	6004.678711
1233.068359	6099.765625
1231.925781	6127.054688
1230.781250	6021.019043
1229.636719	6078.903320
1228.492188	6128.027832
1227.347656	6150.922363
1226.203125	6147.602539
1225.058594	6196.686523
1223.912109	6215.189453
1222.767578	6238.050781
1221.621094	6391.839355
1220.476563	6233.565430
1219.330078	6280.406250
1218.183594	6224.720703
1217.037109	6284.629883
1215.890625	6383.761230
1214.744141	6288.849609
1213.597656	6263.714844
1212.449219	6502.253418
1211.302734	6413.908203
1210.154297	6408.368652
1209.005859	6546.567383
1207.857422	6331.971680
1206.708984	6359.104980
1205.560547	6525.532715
1204.412109	6543.915039
1203.263672	6607.983398
1202.115234	6656.799316
1200.964844	6568.571289
1199.814453	6841.362793
1198.666016	6761.829590
1197.515625	6708.411133
1196.365234	6785.417969
